18CFPAB003_B12	58	800	Fam6.3_F2_F690
18CFPAB003_C1	62	790	Fam1.1_F2_M576
18CFPAB003_C2	57	1084	Fam1.1_F2_M578
18CFPAB003_C3	61	801	Fam1.1_F2_M580
18CFPAB003_C4	64	801	Fam1.1_F2_F582
18CFPAB003_C5	58	598	Fam1.1_F2_F583
18CFPAB003_C6	61	534	Fam1.1_F2_F585
18CFPAB003_C7	58	849	Fam6.3_F2_M662
18CFPAB003_C8	52	813	Fam6.3_F2_M663
18CFPAB003_C9	67	537	Fam6.3_F2_M664
18CFPAB003_C10	60	802	Fam6.3_F2_F688
18CFPAB003_C11	64	966	Fam6.3_F2_F689
18CFPAB003_D2	53	781	Fam1.1_F2_M578
18CFPAB003_D3	52	780	Fam1.1_F2_M580
18CFPAB003_D4	55	782	Fam1.1_F2_F582
18CFPAB003_D5	53	771	Fam1.1_F2_F583
18CFPAB003_D6	56	780	Fam1.1_F2_F585
18CFPAB003_D7	54	782	Fam6.3_F2_M662
18CFPAB003_D8	51	780	Fam6.3_F2_M663
18CFPAB003_D9	34	780	Fam6.3_F2_M664
18CFPAB003_D10	35	780	Fam6.3_F2_F688
18CFPAB003_D11	41	800	Fam6.3_F2_F689
18CFPAB003_D12	39	795	Fam6.3_F2_F690
18CFPAB003_E2	67	1040	Fam1.1_F2_M578
18CFPAB003_E3	63	812	Fam1.1_F2_M580
18CFPAB003_E4	66	956	Fam1.1_F2_F582
18CFPAB003_E5	60	590	Fam1.1_F2_F583
18CFPAB003_E6	65	719	Fam1.1_F2_F585
18CFPAB003_E7	56	800	Fam6.3_F2_M662
18CFPAB003_E8	63	820	Fam6.3_F2_M663
18CFPAB003_E10	57	814	Fam6.3_F2_F688
18CFPAB003_E11	68	822	Fam6.3_F2_F689
18CFPAB003_E12	67	822	Fam6.3_F2_F690
18CFPAB003_F1	57	830	Fam1.1_F2_M576
18CFPAB003_F2	66	1015	Fam1.1_F2_M578
18CFPAB003_F3	66	1023	Fam1.1_F2_M580
18CFPAB003_F4	68	780	Fam1.1_F2_F582
18CFPAB003_F5	57	507	Fam1.1_F2_F583
18CFPAB003_F6	63	510	Fam1.1_F2_F585
18CFPAB003_F7	68	731	Fam6.3_F2_M662
